transaction_id;product_id;customer_id;Product_NAME;transaction_date;online_order;order_status;list_price;standard_cost
1405;3;16;42964è;17.08.2017;False;Approved;2091,47;7,21
5083;94;16;42865è;10.05.2017;False;Approved;1635,3;7,21
13585;68;16;43000è;22.09.2017;True;Approved;1636,9;7,21
14760;96;16;42778è;12.02.2017;False;Approved;1172,78;7,21
17935;99;16;42947è;31.07.2017;False;Approved;1227,34;7,21
1404;62;17;42808è;14.03.2017;False;Approved;478,16;7,21
5316;78;17;43053è;14.11.2017;True;Approved;1765,3;7,21
10775;1;17;42856è;01.05.2017;False;Approved;1403,5;7,21
12747;70;17;43019è;11.10.2017;True;Approved;495,72;7,21
17135;49;17;43099è;30.12.2017;False;Approved;533,51;7,21
3506;87;18;42931è;15.07.2017;True;Approved;1179;7,21
3777;11;18;42866è;11.05.2017;False;Approved;1274,93;7,21
7092;97;18;42819è;25.03.2017;True;Approved;202,62;7,21
8622;94;18;42871è;16.05.2017;False;Approved;1635,3;7,21
11227;40;18;42921è;05.07.2017;True;Approved;1458,17;7,21
11922;10;18;42910è;24.06.2017;True;Approved;1466,68;7,21
17282;16;18;42965è;18.08.2017;False;Approved;1661,92;7,21
4664;7;19;42766è;31.01.2017;False;Approved;1311,44;7,21
8866;36;19;42997è;19.09.2017;;Approved;1289,85;7,21
14850;87;19;42819è;25.03.2017;False;Approved;1636,9;7,21
6657;4;20;43040è;01.11.2017;True;Approved;1129,13;7,21
11330;94;20;43068è;29.11.2017;True;Approved;1635,3;7,21
14766;48;20;43059è;20.11.2017;False;Approved;1762,96;7,21
18030;3;20;42897è;11.06.2017;False;Approved;2091,47;7,21
2932;37;21;42964è;17.08.2017;True;Approved;1793,43;7,21
4778;3;21;43030è;22.10.2017;False;Approved;2091,47;7,21
8915;72;21;43093è;24.12.2017;False;Approved;360,4;7,21
14115;25;21;42778è;12.02.2017;True;Approved;1538,99;7,21
19616;16;21;43056è;17.11.2017;False;Approved;1661,92;7,21
118;20;22;42815è;21.03.2017;False;Approved;1775,81;7,21
3480;32;22;42996è;18.09.2017;False;Approved;642,7;7,21
3504;38;22;42932è;16.07.2017;True;Approved;1577,53;7,21
4601;65;22;42884è;29.05.2017;True;Approved;1807,45;7,21
8207;53;22;42997è;19.09.2017;False;Approved;795,34;7,21
14956;45;22;43002è;24.09.2017;True;Approved;441,49;7,21
16626;100;22;42804è;10.03.2017;False;Approved;1036,59;7,21
17002;64;22;42741è;06.01.2017;True;Cancelled;1469,44;7,21
5598;85;23;43089è;20.12.2017;False;Approved;1228,07;7,21
7429;54;23;43014è;06.10.2017;False;Approved;1807,45;7,21
7695;0;23;42827è;02.04.2017;True;Approved;2037,77;7,21
7951;19;23;42950è;03.08.2017;True;Approved;574,64;7,21
15587;77;23;43017è;09.10.2017;True;Approved;1769,64;7,21
17698;98;23;42871è;16.05.2017;False;Approved;795,34;7,21
18219;0;23;42821è;27.03.2017;True;Approved;202,62;7,21
1783;53;24;43082è;13.12.2017;False;Approved;795,34;7,21
7610;0;24;42866è;11.05.2017;False;Approved;1193,44;7,21
9249;52;24;43052è;13.11.2017;True;Approved;1280,28;7,21
14099;89;24;43020è;12.10.2017;False;Approved;1362,99;7,21
15874;11;24;42868è;13.05.2017;True;Approved;1274,93;7,21
15926;2;24;42760è;25.01.2017;False;Approved;71,49;7,21
19078;40;24;43039è;31.10.2017;False;Approved;1458,17;7,21
19263;76;24;43013è;05.10.2017;True;Approved;642,31;7,21
2354;53;25;42798è;04.03.2017;True;Approved;795,34;7,21
4309;39;25;42878è;23.05.2017;True;Approved;1812,75;7,21
5770;41;25;42982è;04.09.2017;True;Approved;416,98;7,21
6552;54;25;42840è;15.04.2017;False;Approved;1292,84;7,21
7196;18;25;43062è;23.11.2017;False;Approved;575,27;7,21
9193;6;25;42995è;17.09.2017;False;Approved;227,88;7,21
10224;59;25;42926è;10.07.2017;False;Approved;1061,56;7,21
11765;6;25;42802è;08.03.2017;True;Approved;227,88;7,21
15291;28;25;42826è;01.04.2017;True;Approved;1216,14;7,21
16026;22;25;42774è;08.02.2017;True;Approved;60,34;7,21
17826;78;25;43094è;25.12.2017;True;Approved;1765,3;7,21
19252;67;25;43070è;01.12.2017;True;Approved;544,05;7,21
3749;96;26;42840è;15.04.2017;True;Approved;1172,78;7,21
7674;80;26;42827è;02.04.2017;True;Approved;1073,07;7,21
7949;0;26;42986è;08.09.2017;False;Approved;1697,27;7,21
849;57;27;42934è;18.07.2017;True;Approved;1890,39;7,21
1275;97;27;42833è;08.04.2017;False;Approved;202,62;7,21
5053;45;27;42941è;25.07.2017;False;Approved;441,49;7,21
5662;92;27;42883è;28.05.2017;True;Approved;1415,01;7,21
5970;15;27;42904è;18.06.2017;False;Approved;958,74;7,21
11751;28;27;42956è;09.08.2017;False;Approved;1216,14;7,21
13771;79;27;42939è;23.07.2017;False;Approved;1555,58;7,21
7048;63;28;43016è;08.10.2017;True;Approved;1483,2;7,21
7775;72;28;42758è;23.01.2017;True;Approved;360,4;7,21
8139;70;28;42766è;31.01.2017;True;Approved;495,72;7,21
8422;19;28;42937è;21.07.2017;True;Approved;12,01;7,21
11105;26;28;42845è;20.04.2017;True;Approved;1992,93;7,21
13007;82;28;42932è;16.07.2017;False;Approved;1148,64;7,21
661;87;29;42994è;16.09.2017;False;Approved;1179;7,21
1898;80;29;42822è;28.03.2017;False;Approved;1073,07;7,21
7093;84;29;42969è;22.08.2017;False;Approved;290,62;7,21
7691;65;29;43020è;12.10.2017;False;Approved;1807,45;7,21
10676;53;29;42739è;04.01.2017;False;Approved;795,34;7,21
14982;38;29;43077è;08.12.2017;True;Approved;1577,53;7,21
16431;44;29;42977è;30.08.2017;True;Approved;1769,64;7,21
19016;80;29;42835è;10.04.2017;True;Approved;1073,07;7,21
19532;46;29;42760è;25.01.2017;False;Approved;1289,85;7,21
1739;3;30;42902è;16.06.2017;False;Approved;2091,47;7,21
3214;41;30;42827è;02.04.2017;True;Approved;416,98;7,21
8164;74;30;43088è;19.12.2017;True;Approved;1228,07;7,21
420;97;31;42880è;25.05.2017;True;Approved;742,54;7,21
4321;99;31;42815è;21.03.2017;False;Approved;1720,7;7,21
11652;22;31;42931è;15.07.2017;True;Approved;575,27;7,21
14858;0;31;43010è;02.10.2017;True;Approved;71,49;7,21
99;95;32;42820è;26.03.2017;False;Approved;569,56;7,21
4734;21;32;42837è;12.04.2017;True;Approved;1071,23;7,21
8735;25;32;42961è;14.08.2017;False;Approved;1538,99;7,21
10210;97;32;42864è;09.05.2017;False;Approved;202,62;7,21
15069;43;32;42749è;14.01.2017;False;Approved;1151,96;7,21
15346;94;32;42887è;01.06.2017;True;Approved;1635,3;7,21
15922;8;32;42860è;05.05.2017;False;Approved;1703,52;7,21
3731;54;33;42885è;30.05.2017;False;Approved;1292,84;7,21
5415;44;33;43061è;22.11.2017;False;Approved;1769,64;7,21
6156;99;33;42814è;20.03.2017;True;Approved;1227,34;
6231;7;33;42990è;12.09.2017;False;Approved;980,37;
7024;18;33;42945è;29.07.2017;True;Cancelled;575,27;
7443;48;33;42995è;17.09.2017;True;Approved;1762,96;
11789;20;33;43006è;28.09.2017;False;Approved;1775,81;
1039;8;34;42917è;01.07.2017;True;Approved;1703,52;45,26
1107;15;34;42969è;22.08.2017;False;Approved;958,74;45,26
2638;83;34;42832è;07.04.2017;False;Approved;2083,94;45,26
9044;12;34;42779è;13.02.2017;False;Approved;1231,15;45,26
9792;60;34;;25.06.2017;True;Approved;1977,36;45,26
12083;13;34;;23.07.2017;False;Approved;1163,89;45,26
16935;0;34;;14.02.2017;False;Approved;1034,17;45,26
17808;96;34;;10.04.2017;True;Approved;1172,78;45,26
19291;65;34;;19.09.2017;False;Approved;1807,45;45,26
3417;70;35;;30.03.2017;False;Approved;1036,59;45,26
5637;98;35;;23.06.2017;False;Approved;795,34;45,26
15032;15;35;;28.03.2017;True;Approved;1292,84;45,26
17891;27;35;;29.09.2017;False;Approved;1057,51;45,26
1418;22;36;;08.04.2017;False;Approved;60,34;45,26
8348;47;36;;20.07.2017;False;Approved;1720,7;45,26
231;46;37;;12.08.2017;True;Approved;1793,43;45,26
3748;14;37;;09.10.2017;False;Approved;1842,92;45,26
5998;0;37;;05.07.2017;True;Approved;478,16;45,26
6664;86;37;;01.05.2017;False;Approved;774,53;45,26
9874;99;37;;12.09.2017;False;Approved;1720,7;45,26
10824;0;37;;07.05.2017;False;Approved;60,34;45,26
13475;36;37;;05.03.2017;True;Approved;1289,85;45,26
14725;38;37;;23.12.2017;False;Approved;2091,47;45,26
16239;69;37;;09.11.2017;True;Approved;1240,31;45,26
7384;46;38;;10.11.2017;False;Approved;1289,85;45,26
9453;60;38;;22.08.2017;False;Approved;1977,36;45,26
9816;13;38;;13.08.2017;False;Approved;1163,89;45,26
14512;2;38;;23.01.2017;True;Approved;71,49;45,26
2557;69;39;;26.11.2017;False;Approved;792,9;45,26
2850;37;39;;28.08.2017;False;Approved;1793,43;45,26
3561;30;39;;23.09.2017;False;Approved;748,17;45,26
4659;97;39;;19.01.2017;False;Approved;202,62;45,26
5119;40;39;;07.02.2017;True;Approved;1458,17;45,26
6593;27;39;;16.09.2017;True;Approved;499,53;45,26
10562;46;39;;04.08.2017;False;Approved;1289,85;45,26
12103;49;39;;09.02.2017;False;Approved;533,51;45,26
12174;34;39;;29.05.2017;False;Approved;774,53;45,26
16084;70;39;;16.08.2017;True;Approved;495,72;45,26
17701;21;39;;06.10.2017;True;Approved;1071,23;45,26
18076;38;39;;24.11.2017;False;Approved;1577,53;45,26
327;1;40;;09.05.2017;True;Approved;1403,5;45,26
836;46;40;;16.12.2017;False;Approved;1289,85;45,26
4213;21;40;;26.07.2017;True;Approved;1071,23;45,26
10129;35;40;;21.04.2017;False;Approved;1057,51;45,26
10973;22;40;;24.01.2017;True;Approved;60,34;45,26
15165;54;40;;07.11.2017;;Approved;1292,84;45,26
1677;82;41;;15.04.2017;True;Approved;1148,64;45,26
3342;67;41;;03.08.2017;False;Cancelled;544,05;45,26
5910;25;41;;22.02.2017;False;Approved;1538,99;45,26
9750;62;41;;18.04.2017;False;Approved;478,16;45,26
14571;57;41;;09.07.2017;True;Approved;1890,39;45,26
15262;1;41;;24.01.2017;False;Approved;1403,5;45,26
16571;65;41;;01.12.2017;True;Approved;1807,45;45,26
16604;97;41;;29.11.2017;True;Approved;202,62;45,26
18512;91;41;;14.11.2017;True;Approved;100,35;45,26
4762;81;42;;01.02.2017;True;Approved;586,45;45,26
9522;98;42;;17.08.2017;True;Approved;358,39;45,26
10016;41;42;;03.06.2017;False;Approved;416,98;45,26
13493;5;42;;10.09.2017;False;Approved;574,64;45,26
896;53;43;;04.01.2017;False;Approved;795,34;45,26
963;52;43;;30.10.2017;True;Approved;1280,28;45,26
1672;72;43;;09.07.2017;True;Approved;360,4;45,26
7889;11;43;;13.07.2017;False;Approved;1274,93;45,26
10486;41;43;;14.08.2017;False;Approved;416,98;45,26
12318;57;43;;02.08.2017;False;Approved;1890,39;45,26
16718;19;43;;18.01.2017;False;Approved;12,01;45,26
17162;56;43;;07.02.2017;True;Approved;183,86;45,26
17478;72;43;;10.10.2017;False;Approved;360,4;45,26
2120;98;44;;24.05.2017;False;Approved;358,39;45,26
3788;36;44;;24.11.2017;True;Approved;945,04;45,26
6259;73;44;;28.04.2017;True;Approved;1945,43;45,26
6265;45;44;;29.09.2017;False;Approved;441,49;45,26
11249;4;44;;04.09.2017;False;Approved;1129,13;45,26
11825;3;44;;17.04.2017;False;Approved;2091,47;45,26
13255;81;44;;25.11.2017;False;Approved;586,45;45,26
7322;20;45;;09.07.2017;True;Approved;1775,81;45,26
9567;2;45;;19.08.2017;False;Approved;71,49;45,26
19710;93;45;;17.11.2017;True;Approved;1065,03;45,26
655;8;46;;12.05.2017;False;Approved;1703,52;45,26
2601;91;46;;07.11.2017;True;Approved;100,35;45,26
11710;53;46;;15.03.2017;True;Approved;795,34;45,26
18667;23;46;;25.07.2017;False;Approved;688,63;45,26
19545;94;46;;03.10.2017;False;Approved;1635,3;45,26
1875;1;47;;25.11.2017;False;Approved;1403,5;45,26
3141;10;47;;26.07.2017;True;Approved;1466,68;45,26
4109;43;47;;15.07.2017;True;Approved;1151,96;45,26
5080;55;47;;17.01.2017;False;Approved;1894,19;45,26
10277;27;47;;10.03.2017;False;Approved;499,53;45,26
12953;100;47;;22.08.2017;False;Approved;1036,59;45,26
14063;95;47;;15.03.2017;True;Approved;569,56;45,26
6433;96;48;;01.05.2017;True;Approved;1172,78;45,26
7028;50;48;;07.03.2017;True;Approved;175,89;45,26
8193;59;48;;20.05.2017;False;Approved;1061,56;45,26
10599;37;48;;09.10.2017;True;Approved;1793,43;45,26
11103;17;48;;03.08.2017;True;Approved;1024,66;45,26
15721;53;48;;27.04.2017;False;Approved;795,34;45,26
17551;25;48;;23.04.2017;True;Approved;1538,99;45,26
17666;3;48;;06.02.2017;False;Approved;2091,47;45,26
3622;48;49;;08.08.2017;True;Approved;1762,96;45,26
7212;37;49;;31.01.2017;True;Approved;1793,43;45,26
9809;72;49;;12.03.2017;False;Approved;360,4;45,26
11714;47;49;;24.11.2017;False;Approved;1720,7;45,26
14893;73;49;;19.07.2017;;Approved;1945,43;45,26
121;25;50;;04.12.2017;False;Approved;1538,99;45,26
1014;68;50;;27.04.2017;True;Approved;1636,9;45,26
3845;29;50;;22.07.2017;True;Approved;543,39;45,26
4900;66;50;;24.07.2017;False;Approved;590,26;45,26
12419;69;50;;03.04.2017;True;Approved;792,9;45,26
13543;83;50;;04.06.2017;True;Approved;2083,94;45,26
17709;50;50;;17.01.2017;False;Approved;175,89;45,26
18847;57;50;;20.09.2017;;Approved;1890,39;45,26
3165;77;51;;22.08.2017;False;Approved;1240,31;45,26
4239;12;51;;01.01.2017;False;Approved;1231,15;45,26
4445;13;51;;08.01.2017;True;Approved;1163,89;45,26
4816;75;51;;17.09.2017;True;Approved;1873,97;45,26
5002;29;51;;12.02.2017;False;Approved;543,39;45,26
7602;32;51;;25.05.2017;True;Approved;642,7;45,26
8399;71;51;;05.11.2017;False;Approved;1842,92;45,26
11873;4;51;;03.11.2017;True;Approved;1129,13;45,26
2447;65;52;;03.12.2017;True;Approved;1807,45;45,26
2872;8;52;;22.04.2017;False;Approved;1703,52;45,26
3409;0;52;;11.03.2017;True;Approved;326,86;45,26
8946;74;52;;05.09.2017;False;Approved;1228,07;45,26
14349;64;52;;26.12.2017;False;Approved;1469,44;45,26
14584;37;52;;12.11.2017;False;Approved;1793,43;45,26
19862;24;52;;11.01.2017;False;Approved;1777,8;45,26
6810;72;53;;23.12.2017;False;Approved;360,4;45,26
8283;93;53;;07.01.2017;True;Approved;1065,03;45,26
10063;58;53;;11.08.2017;False;Approved;912,52;45,26
17509;51;53;;20.02.2017;True;Approved;2005,66;45,26
19787;4;53;;01.03.2017;False;Approved;1129,13;45,26
1329;73;54;;07.10.2017;True;Approved;1945,43;45,26
8528;68;54;;24.08.2017;True;Approved;1636,9;45,26
11374;98;54;;25.02.2017;True;Approved;358,39;45,26
12121;47;54;;12.10.2017;True;Approved;1720,7;45,26
12769;15;54;;01.05.2017;True;Approved;958,74;45,26
16311;28;54;;13.03.2017;False;Approved;1216,14;45,26
19706;60;54;;24.10.2017;False;Approved;1977,36;45,26
4521;93;55;;22.09.2017;False;Approved;1065,03;45,26
5249;35;55;;04.02.2017;True;Approved;1057,51;45,26
6092;27;55;;07.06.2017;False;Approved;499,53;45,26
6624;50;55;;14.08.2017;True;Approved;175,89;45,26
8199;71;55;;14.11.2017;False;Approved;1842,92;45,26
11540;33;55;;30.03.2017;False;Approved;1311,44;45,26
16287;72;55;;10.01.2017;True;Approved;360,4;45,26
16659;45;55;;08.01.2017;True;Approved;441,49;45,26
823;51;56;;07.05.2017;False;Approved;2005,66;45,26
2700;80;56;;08.03.2017;True;Approved;1073,07;45,26
7134;66;56;;18.02.2017;False;Approved;590,26;45,26
9207;86;56;;14.03.2017;False;Approved;235,63;45,26
12128;19;56;;11.09.2017;True;Approved;12,01;45,26
13230;61;56;;23.02.2017;False;Approved;71,16;45,26
14789;80;56;;28.12.2017;True;Approved;1073,07;45,26
765;75;57;;13.05.2017;False;Approved;1873,97;45,26
2539;73;57;;22.11.2017;False;Approved;1945,43;45,26
5924;66;57;;25.11.2017;True;Approved;590,26;45,26
7797;26;57;;10.11.2017;True;Approved;1992,93;45,26
11296;21;57;;20.01.2017;False;Approved;1071,23;45,26
18780;11;57;;29.10.2017;False;Approved;1274,93;45,26
314;6;58;;20.08.2017;True;Approved;227,88;45,26
1656;49;58;;23.06.2017;True;Approved;533,51;45,26
2587;30;58;;13.11.2017;False;Approved;748,17;45,26
5573;93;58;;29.06.2017;False;Approved;1065,03;45,26
8106;90;58;;10.12.2017;False;Approved;363,01;45,26
9481;51;58;;31.07.2017;True;Approved;2005,66;45,26
16885;69;58;;07.05.2017;False;Approved;792,9;45,26
19055;12;58;;21.11.2017;True;Approved;1231,15;45,26
3052;17;59;;10.04.2017;True;Approved;1362,99;45,26
17695;17;59;;08.12.2017;False;Approved;1362,99;45,26
19676;0;59;;27.10.2017;False;Approved;71,49;45,26
3209;90;60;;27.05.2017;False;Approved;363,01;45,26
16943;13;60;;13.06.2017;False;Approved;1163,89;45,26
3762;21;61;;13.11.2017;False;Approved;1466,68;45,26
4389;92;61;;05.06.2017;False;Approved;1890,39;45,26
6747;59;61;;05.09.2017;True;Approved;1415,01;45,26
12847;93;61;;19.09.2017;False;Approved;1458,17;45,26
17425;0;61;;01.11.2017;False;Approved;227,88;45,26
18201;67;61;;29.08.2017;False;Approved;1071,23;45,26
19872;0;61;;17.03.2017;True;Approved;867,92;45,26
363;73;62;;14.08.2017;True;Approved;1945,43;45,26
1741;57;62;;01.05.2017;False;Approved;1890,39;45,26
6633;61;62;;09.01.2017;True;Approved;71,16;45,26
10789;68;62;;25.12.2017;True;Approved;1636,9;45,26
11258;31;62;;30.11.2017;False;Approved;230,91;45,26
14677;61;62;;30.08.2017;False;Approved;71,16;45,26
2811;89;63;;21.09.2017;False;Approved;1362,99;45,26
10655;38;63;;23.10.2017;False;Approved;1577,53;45,26
18832;28;63;;20.03.2017;True;Approved;1216,14;45,26
1563;0;64;;20.04.2017;True;Approved;227,88;
10162;2;64;;05.02.2017;True;Approved;590,26;56,93
11587;100;64;;21.01.2017;True;Approved;1386,84;56,93
13497;28;64;;09.01.2017;False;Approved;1703,52;56,93
18293;0;64;;27.12.2017;True;Approved;202,62;56,93
2051;38;65;;08.04.2017;False;Approved;1577,53;56,93
4528;3;65;;18.03.2017;False;Approved;2091,47;56,93
6226;4;65;;06.08.2017;False;Approved;1129,13;56,93
6378;94;65;;20.02.2017;;Approved;1635,3;56,93
9258;81;65;;16.08.2017;False;Approved;586,45;56,93
14906;100;65;;22.06.2017;False;Approved;1036,59;56,93
6202;27;66;;17.02.2017;False;Approved;1057,51;56,93
7374;90;66;;28.02.2017;True;Approved;945,04;56,93
7706;46;66;;17.11.2017;True;Approved;1793,43;56,93
11926;36;66;;26.06.2017;False;Cancelled;1289,85;56,93
12798;35;66;;19.02.2017;True;Approved;1403,5;56,93
2488;31;67;;18.03.2017;False;Approved;230,91;56,93
6123;47;67;;03.05.2017;True;Approved;1720,7;56,93
14037;38;67;;13.05.2017;True;Approved;1577,53;56,93
16268;8;67;;05.09.2017;True;Approved;1703,52;56,93
16637;2;67;;04.08.2017;True;Approved;71,49;56,93
1769;3;68;;07.10.2017;True;Approved;2091,47;56,93
4503;36;68;;16.01.2017;True;Approved;945,04;56,93
6599;3;68;;11.02.2017;True;Approved;2091,47;56,93
935;78;69;;05.06.2017;False;Approved;1765,3;56,93
10663;6;69;;10.12.2017;True;Approved;227,88;56,93
11893;55;69;;22.04.2017;False;Approved;1894,19;56,93
13832;14;69;;28.03.2017;True;Approved;1386,84;56,93
13881;57;69;;02.02.2017;True;Approved;1890,39;56,93
18209;12;69;;26.03.2017;False;Approved;1231,15;56,93
8065;55;70;;13.07.2017;True;Approved;1894,19;56,93
10118;99;70;;02.02.2017;False;Approved;1227,34;56,93
11207;93;70;;26.12.2017;True;Approved;1065,03;56,93
11991;29;70;;19.07.2017;False;Approved;543,39;56,93
12449;61;70;;10.12.2017;True;Approved;71,16;56,93
862;92;71;;21.08.2017;False;Approved;1415,01;56,93
1202;70;72;;10.08.2017;False;Approved;495,72;56,93
6556;53;72;;08.12.2017;False;Approved;795,34;56,93
11951;36;72;;10.11.2017;True;Approved;945,04;56,93
12344;0;72;;11.07.2017;False;Approved;311,57;56,93
14096;39;72;;10.05.2017;True;Approved;1812,75;56,93
470;18;73;;30.04.2017;False;Approved;575,27;56,93
2316;1;73;;09.01.2017;True;Approved;1403,5;56,93
3029;2;73;;15.07.2017;False;Approved;71,49;56,93
5928;88;73;;05.04.2017;True;Approved;1198,46;56,93
12358;25;73;;31.01.2017;False;Approved;1538,99;56,93
15258;62;73;;29.05.2017;False;Approved;478,16;56,93
2963;66;74;;16.10.2017;True;Approved;590,26;56,93
12726;7;74;;02.12.2017;False;Approved;980,37;56,93
16590;92;74;;22.04.2017;False;Approved;1415,01;56,93
67;2;75;;03.07.2017;True;Approved;71,49;56,93
2484;35;75;;22.08.2017;False;Approved;1057,51;56,93
3660;85;75;;21.08.2017;False;Approved;752,64;56,93
5979;58;75;;26.05.2017;False;Approved;912,52;56,93
14114;99;75;;21.09.2017;False;Approved;1227,34;56,93
16770;89;75;;14.08.2017;True;Approved;1362,99;56,93
16958;35;75;;16.06.2017;False;Approved;1057,51;56,93
18386;23;75;;31.10.2017;True;Approved;688,63;56,93
28;19;76;;23.12.2017;False;Approved;574,64;56,93
8151;53;76;;19.05.2017;True;Approved;1274,93;56,93
8779;58;76;;13.11.2017;True;Approved;1280,28;56,93
11522;22;76;;29.12.2017;True;Approved;575,27;56,93
